144552912,9.3498486,56.7408757,17.0527715678
144552912,9.3501884,56.7406785,17.6148402444
144552912,9.3505485,56.7405445,18.0835356395
144552912,9.3508058,56.7404845,18.279465253
144552912,9.3510534,56.7404863,18.4229736146
144552912,9.3514747,56.7405022,19.124888594
144552912,9.3521273,56.7405585,19.5905926657
144552912,9.3524201,56.7405974,19.6217636956
144552912,9.3525839,56.740629,19.6599309195
144552912,9.3527255,56.7406626,19.490669559
144552912,9.3530759,56.7408002,19.2302682048
144552912,9.353404,56.7409042,18.2332801889
144552912,9.3537287,56.7409995,17.6008423536
144552912,9.354179,56.7410594,17.6443793915
144552912,9.354581,56.7411511,18.3974824567
144552912,9.3547868,56.7412058,18.8645551315
144552912,9.3551147,56.7412693,18.2477297711
144552912,9.3553365,56.7412905,18.0201293139
144552912,9.355581,56.7412975,18.3225440908
42991631,8.5856624,57.0106364,32.0776406066
42991631,8.5851822,57.0099725,28.712447524
42991631,8.5834239,57.0089128,24.6677705239
42991631,8.5831331,57.0085517,21.8182258427
42991631,8.5825621,57.0078424,17.1420810538
42991631,8.5825197,57.0077898,17.0386143661
42991631,8.5818832,57.0069995,14.2774772803
42991631,8.5812759,57.0062707,14.0725075107
42991632,8.5617847,57.0231006,22.4186816034
42991632,8.5610765,57.0227781,20.5446704938
42991632,8.560503,57.0228637,23.5659512031
42991632,8.5595327,57.0230085,23.0573080298
42991634,8.5052981,57.0427326,9.3213121237
42991635,8.5053563,57.045265,7.9453218575
42991635,8.5038165,57.0452699,6.8353018764
42991636,8.5038165,57.0452699,7.0367952022
42991637,8.5058627,57.0443316,8.8685566173
42991637,8.5064511,57.0444156,8.6449403374
42991637,8.5066534,57.0444345,8.6772814608
42991637,8.5069191,57.0444476,8.8555709547
42991637,8.5070322,57.0444408,8.6412989121
42991637,8.5071685,57.0444222,8.8667450257
42991637,8.5073621,57.0443894,8.8752449314
42991637,8.5075176,57.0443477,8.8610097927
42991637,8.5076101,57.0443768,8.8366022561
42991637,8.5076473,57.0444173,9.0277498371
42991637,8.5076518,57.0445107,8.8368633824
42991638,8.5075176,57.0443477,8.9403565476
42991638,8.5075775,57.0443127,8.866008063
42991638,8.5076333,57.0442689,8.9547290798
42991638,8.507658,57.044215,9.1013761971
